ID	Name	Genes	Subsystem
RXN-8769	cobyrinate a,c-diamide synthase;cobyrinate A,C-diamide synthase	TD01GL001466	cob(II)yrinate a,c-diamide biosynthesis I (early cobalt insertion)
RXN0-5510	RNA pyrophosphohydrolase	TD01GL002548	
6.3.5.7-RXN	glutamyl-tRNA(Gln) amidotransferase;aspartyl-tRNAAsn amidotransferase;glutamyl-tRNAGln amidotransferase	TD01GL002357;TD01GL002358	
KDO-8PSYNTH-RXN	3-deoxy-D-manno-octulosonate 8-phosphate synthase;3-deoxy-8-phosphooctulonate synthase	TD01GL000732	CMP-8-amino-3,8-dideoxy-D-manno-octulosonate biosynthesis;CMP-3-deoxy-D-manno-octulosonate biosynthesis
RXN-19339	cob(I)yrinic acid a,c-diamide adenosyltransferase;cobinamide adenosyltransferase	TD01GL002370;TD01GL001465	
RXN0-5414	poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase	TD01GL001852	
CARBOXYLESTERASE-RXN	carboxylesterase;carboxylic ester hydrolase	TD01GL000625	
RXN0-5359	diguanylate cyclase	TD01GL003322;TD01GL002860;TD01GL003433;TD01GL003604;TD01GL002773;TD01GL003307;TD01GL002455;TD01GL000134;TD01GL002470;TD01GL003500;TD01GL001648;TD01GL002852	
NUCLEOTIDE-PYROPHOSPHATASE-RXN	nucleoside triphosphate pyrophosphohydrolase	TD01GL002219	
RXN0-5185	6-phosphogluconate phosphatase;6-phospho D-gluconate phosphatase;gluconate 6-phosphate phosphatase	TD01GL000045	
RXN-18435	7,8-dihydro-8-oxoguanine DNA glycosylase	TD01GL000510	
RXN0-5234	allothreonine acetaldehyde-lyase (glycine-forming)	TD01GL002593;TD01GL000423	
RXN-11211	dihydrothymine hydrolase;dihydrothyminidase;dihydrothymine amidohydrolase	TD01GL003345	thymine degradation
RXN-8672	D-alanine oxidase	TD01GL003211	
RXN-15016	(Z)-N,N'-(but-2-ene-2,3-diyl)diacetamide hydrolase	TD01GL002427	tetramethylpyrazine degradation
RXN-13076	nicotine dehydrogenase	TD01GL002061;TD01GL002060	nicotine degradation II (pyrrolidine pathway)
RXN-18397	ectoine hydrolase	TD01GL002975	ectoine degradation
RXN-13088	pseudooxynicotine oxidase;pesudooxynicotine oxidase	TD01GL002061;TD01GL002060	nicotine degradation IV;nicotine degradation II (pyrrolidine pathway)
RXN-11592	23S rRNA m3Psi1915 methyltransferase	TD01GL001562	
RXN-11573	23S rRNA m1G745 methyltransferase	TD01GL000830	
RXN-17898	leucylD,E-transferase	TD01GL001111	N-end rule pathway II (prokaryotic)
ARGDECARBOX-RXN	arginine decarboxylase;arginine decarboxylase, degradative;pyruvoyl-dependent arginine decarboxylase;arginine decarboxylase, biosynthetic	TD01GL003171	putrescine biosynthesis II;spermidine biosynthesis III;putrescine biosynthesis I;arginine dependent acid resistance;L-arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway);L-arginine degradation III (arginine decarboxylase/agmatinase pathway)
HISTIDINE--TRNA-LIGASE-RXN	histidinemdashtRNA ligase	TD01GL000656	tRNA charging
MYO-INOSITOL-2-DEHYDROGENASE-RXN	myo-inositol 2-dehydrogenase	TD01GL003421	streptomycin biosynthesis;myo-inositol degradation II;myo-, chiro- and scyllo-inositol degradation;myo-inositol degradation I
RXNMETA-12672	3-oxo-5,6-dehydrosuberyl-CoA semialdehyde dehydrogenase	TD01GL003540	phenylacetate degradation I (aerobic)
RXN-19242	deoxyribodipyrimidine photolyase	TD01GL000156	
RXN-8119	2-furaldehyde phosphate aminotransferase	TD01GL000380;TD01GL001625	methanofuran biosynthesis
UREIDOGLYCOLATE-LYASE-RXN	ureidoglycolate urea-lyase;ureidoglycolate lyase	TD01GL003016	allantoin degradation to glyoxylate III;allantoin degradation to glyoxylate I
RXN-19192	4-hydroxypentanoate-CoA ligase	TD01GL000570	4-oxopentanoate degradation
4.1.1.81-RXN	L-threonine-O-3-phosphate decarboxylase;threonine-phosphate decarboxylase	TD01GL001448	aminopropanol phosphate biosynthesis I
RXN-16880	cis-vaccenate 11-methyltransferase	TD01GL000151	10,13-epoxy-11-methyl-octadecadienoate biosynthesis
RXN0-308	cysteine desulfurase;L-cysteine:[protein cysteine] sulfurtransferase	TD01GL000663	tRNA-uridine 2-thiolation and selenation (bacteria);tRNA-uridine 2-thiolation (thermophilic bacteria);tRNA-uridine 2-thiolation (yeast mitochondria);tRNA-uridine 2-thiolation (mammalian mitochondria);tRNA-uridine 2-thiolation (cytoplasmic);molybdenum cofactor biosynthesis;thiazole biosynthesis I (facultative anaerobic bacteria);thiazole biosynthesis II (aerobic bacteria);L-alanine biosynthesis III
RXN-11493	limonene hydroxylase	TD01GL000375;TD01GL001533;TD01GL002886;TD01GL003229;TD01GL003562;TD01GL000067;TD01GL000240;TD01GL003292	limonene degradation III (to perillate)
RXN-17847	phenylalanyl-tRNAmdashprotein transferase	TD01GL001112	
RXN-8	polyamine aminotransferase;putrescine aminotransferase	TD01GL003377;TD01GL003364;TD01GL003386	putrescine degradation V
UDP-NACMURALGLDAPAALIG-RXN	D-alanyl-D-alanine-adding enzyme;UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	TD01GL002617;TD01GL002305	UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing);UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)
METHYLACYLYLCOA-HYDROXY-RXN	enoyl-CoA hydratase;3-hydroxy-isobutyryl-CoA hydro-lyase	TD01GL002194	L-valine degradation I
RXN0-1441	ADP-ribose pyrophosphatase;ADP-ribose pyrophosphohydrolase;ADP-sugar pyrophosphatase	TD01GL002419	
RXN-10445	fumarylpyruvate hydrolase;3-fumarylpyruvate hydrolase	TD01GL003172	gentisate degradation I;5-nitroanthranilate degradation
RXN0-2361	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase;UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase	TD01GL001553	anhydromuropeptides recycling I;anhydromuropeptides recycling II
RXN-11006	putrescine N-hydroxylase	TD01GL003568	alcaligin biosynthesis;putrebactin biosynthesis
RXN0-7285	homoserine racemase	TD01GL001003	
1.6.5.7-RXN	hydroxybenzoquinone reductase;2-hydroxy-1,4-benzoquinone reductase	TD01GL001833	4-nitrophenol degradation II;2,4,5-trichlorophenoxyacetate degradation
1.1.1.291-RXN	2-(hydroxymethyl)glutarate dehydrogenase	TD01GL001052	nicotinate degradation III
TRNA-URACIL-5--METHYLTRANSFERASE-RXN	tRNA(m5U54)methyltransferase	TD01GL001118	
RXN-11013	pre-bisucaberin cyclase	TD01GL003570	bisucaberin biosynthesis
RXN-1961	tRNAIle-lysidine synthetase	TD01GL000540	
RXN-17779	acyl-CoA dehydrogenase	TD01GL002124	oleate beta-oxidation
RXN0-1241	protein-glutamine N-methyltransferase	TD01GL001166	
3.5.1.88-RXN	peptide deformylase	TD01GL000636	
GLURS-RXN	glutamyl-tRNAGlu synthetase;glutamatemdashtRNA ligase	TD01GL001051	tRNA charging;tetrapyrrole biosynthesis I (from glutamate)
RXN-11866	tRNA Cm32 methyltransferase	TD01GL002062;TD01GL000666	
RXN-18662	N-acetyl-D-glucosamine 1-kinase	TD01GL002917	
1.3.1.54-RXN	precorrin-6A reductase	TD01GL001473	cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)
CYSTEINE--TRNA-LIGASE-RXN	cysteinemdashtRNA ligase	TD01GL001746	tRNA charging
PPENTOMUT-RXN	phosphodeoxyribomutase;alpha-D-ribose 1,5-phosphomutase	TD01GL000924	purine ribonucleosides degradation
RXN0-7000	EF-P-Lys34 hydroxylase	TD01GL001312	
AGMATINE-DEIMINASE-RXN	agmatine deaminase;agmatine iminohydrolase;agmatine deiminase	TD01GL003384;TD01GL002288	putrescine biosynthesis II;L-arginine degradation IV (arginine decarboxylase/agmatine deiminase pathway)
RXN0-7079	m7GTP pyrophosphatase	TD01GL002272	
RXN-5901	acetoacetyl-CoA reductase;3-hydroxybutyryl-CoA dehydrogenase	TD01GL000448;TD01GL001906	ethylmalonyl-CoA pathway;(R)- and (S)-3-hydroxybutanoate biosynthesis (engineered);polyhydroxybutanoate biosynthesis;acetyl-CoA fermentation to butanoate II
RXN-14251	(S)-3-hydroxybutanoyl-CoA thioesterase	TD01GL003102	(R)- and (S)-3-hydroxybutanoate biosynthesis (engineered)
RXN-11834	23S rRNA pseudouridine2457 synthase	TD01GL001106	
ACETYLHOMOSER-CYS-RXN	O-acetylhomoserine sulfhydrylase	TD01GL003474	L-homocysteine biosynthesis
RXN0-6726	ribosomal protein S6 modification	TD01GL001343	
3.1.3.70-RXN	mannosyl-3-phosphoglycerate phosphatase	TD01GL002588	mannosylglycerate biosynthesis I
PHOSNACMURPENTATRANS-RXN	phospho-N-acetylmuramoyl-pentapeptide-transferase	TD01GL002304	peptidoglycan biosynthesis I (meso-diaminopimelate containing)
RXN-15138	(S)-2-chloropropionate dehalogenase	TD01GL002966	2-chloroacrylate degradation I
RXN-5183	[LysW]-L-2-aminoadipate 6-phosphate reductase	TD01GL003795	L-lysine biosynthesis V
RXN-18999	glucosylglycerate phosphorylase	TD01GL002576	
RXN-11791	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase;undecaprenyl-phosphate glucose phosphotransferase	TD01GL002531	acetan biosynthesis;xanthan biosynthesis
RXN-20426	3'-phosphomonoesterase	TD01GL002240	
RXN0-6512	3-oxo-5,6-dehydrosuberyl-CoA thiolase;3-oxoacyl CoA thiolase;3-ketoacyl-CoA thiolase, peroxisomal	TD01GL003533	phenylacetate degradation I (aerobic)
RXN0-6676	NADPH-dependent curcumin reductase	TD01GL000837;TD01GL000845	curcumin degradation
PHENYLSERINE-ALDOLASE-RXN	phenylserine aldolase	TD01GL000854	
RXN-12746	acyl-CoA synthetase;3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase	TD01GL002207	androstenedione degradation
RXN66-1	ethanol peroxidase	TD01GL001045	ethanol degradation IV
PDXJ-RXN	pyridoxine 5'-phosphate synthase	TD01GL002225	pyridoxal 5'-phosphate biosynthesis I
FGAMSYN-RXN	phosphoribosylformylglycinamidine synthase;phosphoribosylformylglycinamidine synthetase;phosphoribosylformylglycinamide synthetase	TD01GL003099	5-aminoimidazole ribonucleotide biosynthesis I;superpathway of 5-aminoimidazole ribonucleotide biosynthesis;5-aminoimidazole ribonucleotide biosynthesis II
RXN-17571	isopropanol dehydrogenase;propan-2-ol dehydrogenase	TD01GL002995;TD01GL000945;TD01GL000418	propane degradation II;propane degradation I
RXN-20895	leucine racemase	TD01GL002444	
RXN0-6274	tRNA dimethylallyltransferase	TD01GL002377	cis-zeatin biosynthesis
RXN-19335	cobalamin adenosyltransferase	TD01GL002370;TD01GL001465	
SELENOCYSTEINE-LYASE-RXN	selenocysteine lyase	TD01GL001339	
RXN-14570	N6-L-threonylcarbamoyladenine synthase	TD01GL002380;TD01GL003060;TD01GL002906	N6-L-threonylcarbamoyladenosine37-modified tRNA biosynthesis
5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN	5-dehydro-2-deoxygluconokinase;5-dehydro-2-deoxy-D-gluconate kinase	TD01GL003415	myo-inositol degradation I
BETA-UREIDOPROPIONASE-RXN	beta-ureidopropionase;beta-alanine synthase	TD01GL003344	uracil degradation I (reductive)
RXN-17005	lyngbyatoxin A monooxygenase	TD01GL000572	lyngbyatoxin biosynthesis
RXN-11209	dihydrothymine dehydrogenase	TD01GL003346;TD01GL003347	thymine degradation
SARCOX-RXN	sarcosine oxidase	TD01GL000424;TD01GL000426;TD01GL000427	glycine betaine degradation I;creatinine degradation I;creatinine degradation II
RXN-8667	hydroperoxidase;catalase-peroxidase	TD01GL003441	
IMIDAZOLONEPROPIONASE-RXN	imidazolone-5-propionate hydrolase;imidazole propionase;imidazolonepropionase	TD01GL002439	L-histidine degradation III;L-histidine degradation VI;L-histidine degradation II;L-histidine degradation I
R502-RXN	N-methy-L-proline N-demethylase;N-methyl-L-proline N-demethylase	TD01GL000412	proline betaine degradation
RXN0-5192	lysine 2,3-aminomutase	TD01GL002389	
RXN-8182	glutarate semialdehyde dehydrogenase;glutarate-semialdehyde dehydrogenase	TD01GL002048;TD01GL002451;TD01GL003370;TD01GL002821	L-lysine degradation I;L-lysine degradation X;L-lysine degradation IV
DIOHBUTANONEPSYN-RXN	3,4-dihydroxy-2-butanone 4-phosphate synthase;3,4 dihydroxy-2-butanone-4-phosphate synthase;3,4-dihydroxy-2-butanone-4-phosphate synthase	TD01GL002573	flavin biosynthesis III (fungi);flavin biosynthesis II (archaea);flavin biosynthesis I (bacteria and plants)
RXN-14536	2-chloroacrylate reductase	TD01GL002135	2-chloroacrylate degradation I
RXN-8162	L-alpha-aminoadipate delta-semialdehyde:NAD oxidoreductase;Delta1-piperideine-6-carboxylate dehydrogenase	TD01GL003503	L-lysine degradation V;L-lysine degradation VI
RXN-11588	23S rRNA 2'-O-ribose G2251 methyltransferase	TD01GL002657	
HISTOLDEHYD-RXN	histidinol dehydrogenase	TD01GL002327	L-histidine biosynthesis
2.1.1.77-RXN	Protein-L-isoaspartate(D-aspartate) O-methyltransferase;L-isoaspartate protein carboxylmethyltransferase	TD01GL002926	
3.4.17.8-RXN	muramoyl pentapeptide carboxypeptidase;muramoylpentapeptide carboxypeptidase	TD01GL000214;TD01GL001567	
RXN-12572	3-(methylsulfanyl)propanoyl-CoA dehydrogenase	TD01GL000988;TD01GL001304	methylthiopropanoate degradation I (cleavage)
RXN-16457	bis(molybdenum cofactor) synthase	TD01GL003337	bis(guanylyl molybdenum cofactor) biosynthesis
RXN-10701	OPC4-3-ketoacyl-CoA thiolase;3-ketoacyl-CoA thiolase, peroxisomal;3-oxoacyl CoA thiolase	TD01GL000275	jasmonic acid biosynthesis
RXN-19255	beta-tabtoxin peptidase	TD01GL003514	tabtoxinine-beta-lactam biosynthesis
DIHYDRODIPICSYN-RXN	4-hydroxy-tetrahydrodipicolinate synthase;dihydrodipicolinate synthase	TD01GL003087	dipicolinate biosynthesis;L-lysine biosynthesis I;L-lysine biosynthesis VI;L-lysine biosynthesis III;L-lysine biosynthesis II
RXN-11578	16S rRNA m7G527 methyltransferase	TD01GL003789	
URUR-RXN	(S)-ureidoglycine aminohydrolase	TD01GL003017	allantoin degradation to ureidoglycolate II (ammonia producing);allantoin degradation to glyoxylate II
XYLONATE-DEHYDRATASE-RXN	D-xylonate dehydratase	TD01GL002089	D-xylose degradation III;D-xylose degradation V;D-xylose degradation IV;ethylene glycol biosynthesis (engineered)
RXNQT-4178	methylthioalkylmalate dehydrogenase	TD01GL001629	
4.1.1.77-RXN	2-oxo-3-hexenedioate decarboxylase	TD01GL000437	2,2'-dihydroxybiphenyl degradation;2-amino-3-carboxymuconate semialdehyde degradation to 2-hydroxypentadienoate;2-aminophenol degradation;2-nitrobenzoate degradation I;2,3-dihydroxybenzoate degradation;4-amino-3-hydroxybenzoate degradation;catechol degradation to 2-hydroxypentadienoate II;protocatechuate degradation III (para-cleavage pathway);3-chlorocatechol degradation III (meta pathway);orthanilate degradation
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN	2-octaprenyl-6-methoxy-1,4-benzoquinol methylase	TD01GL003113	ubiquinol-8 biosynthesis (prokaryotic);ubiquinol-8 biosynthesis (eukaryotic)
RXN-15375	acyl-CoA:3-sulfinopropionate CoA-transferase	TD01GL000714	3,3'-thiodipropanoate degradation
AMP-DEPHOSPHORYLATION-RXN	5'-AMP nucleotidase;AMP 5'-nucleotidase;AMP phosphohydrolase;AMP phosphatase	TD01GL000254	adenosine nucleotides degradation II
GLYCOLATEDEHYDRO-RXN	glycolate oxidase;glycolate dehydrogenase	TD01GL003032;TD01GL003030;TD01GL003031	glycolate and glyoxylate degradation I;glycolate and glyoxylate degradation III;glycolate and glyoxylate degradation II
R-2-METHYLMALATE-DEHYDRATASE-RXN	(R)-2-methylmalate hydro-lyase (2-methylmaleate-forming)	TD01GL001628	2,5-xylenol and 3,5-xylenol degradation;L-isoleucine biosynthesis II
RXN0-2661	adenine glycosylase	TD01GL003182	
RXN-17784	acyl-CoA dehydrogenase	TD01GL002124	
GLUTRNAREDUCT-RXN	glutamyl-tRNA reductase	TD01GL001188	tetrapyrrole biosynthesis I (from glutamate)
TYROSINE--TRNA-LIGASE-RXN	tyrosinemdashtRNA ligase	TD01GL000390	tRNA charging
RXN-17792	acyl-CoA dehydrogenase	TD01GL002124	
PRPPSYN-RXN	ribose-phosphate pyrophosphokinase;ribose-phosphate diphosphokinase	TD01GL001184	PRPP biosynthesis
RXN0-7168	tRNA (5-methoxycarbonylmethoxyuridine)-ribose methyltransferase	TD01GL003765	
RXN0-7316	glutarate hydroxylase;glutarate dioxygenase	TD01GL002177	glutarate degradation;L-lysine degradation I
TRYPTOPHAN--TRNA-LIGASE-RXN	tryptophanmdashtRNA ligase	TD01GL003241	tRNA charging
RXN-10996	hydroxycadaverine succinyl-transferase;hydroxycadaverine acyl transferase	TD01GL003570	bisucaberin biosynthesis;desferrioxamine E biosynthesis;desferrioxamine B biosynthesis
RXN-11860	tRNA (cytidine-2'-O)-ribose methyltransferase	TD01GL003765	
LYSINE-RACEMASE-RXN	lysine racemase	TD01GL002444	L-lysine degradation V
RXN-18659	N-acetyl-beta-muramate 6-phosphate phosphatase	TD01GL001870	anhydromuropeptides recycling II
RXN-11176	glutamate Cgamma-tyrosine C3 ligase	TD01GL003452	pyrroloquinoline quinone biosynthesis
RXN-11839	tRNA pseudouridine55 synthase	TD01GL000363	
RXN-17700	sulfoquinovosidase	TD01GL002083	
RXN-21017	phenylarsenite oxide oxygenase	TD01GL001297	
RXN0-1147	dihydrolipoyltranssuccinylase;dihydrolipoyllysine-residue succinyltransferase	TD01GL001059	2-oxoglutarate decarboxylation to succinyl-CoA
1.8.4.12-RXN	protein-methionine-S-oxide reductase	TD01GL001130;TD01GL002558	
LYSDECARBOX-RXN	L-lysine decarboxylase	TD01GL003567	L-lysine degradation I;L-lysine degradation X;cadaverine biosynthesis;bisucaberin biosynthesis;desferrioxamine E biosynthesis;desferrioxamine B biosynthesis;lupanine biosynthesis;aminopropylcadaverine biosynthesis
RXN-6883	ubiquinol oxidase;ubiquinol:oxygen oxidoreductase	TD01GL001815;TD01GL001816;TD01GL001704	aerobic respiration III (alternative oxidase pathway)
RXN-17215	C35-phenolphthiodiolenone synthase	TD01GL002476	phenolphthiocerol biosynthesis
RXN-11333	alcohol dehydrogenase	TD01GL003455	
RXN-5841	NMN 5'-nucleotidase;beta-nicotinamide D-ribonucleotide phosphohydrolase	TD01GL000254	NAD salvage pathway III (to nicotinamide riboside);pyridine nucleotide cycling (plants)
RXN0-7010	S-glutathionyl-hydroquinone reductase	TD01GL000902	
RXN-10660	3-hydroxy cis Delta9-hexadecenoyl-[acp] dehydratase	TD01GL000534	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)
THREONINE--TRNA-LIGASE-RXN	threoninemdashtRNA ligase	TD01GL001726	tRNA charging
4.2.1.58-RXN	(3R)-3-hydroxybutanoyl-[acyl-carrier protein] dehydratase;(3R)-3-hydroxybutanoyl-[acp] dehydratase;(R)-3-hydroxybutanoyl-[acyl-carrier protein] hydro-lyase	TD01GL000534	octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast);myristate biosynthesis (mitochondria);palmitate biosynthesis II (bacteria and plant cytoplasm)
RXN0-5513	acyl-ACP synthetase	TD01GL000828	
2.3.1.168-RXN	dihydrolipoyllysine-residue (2-methylpropanoyl)transferase;lipoamide acyltransferase	TD01GL001753	2-oxoisovalerate decarboxylation to isobutanoyl-CoA
RXN-13613	beta-ketodecanoyl-[acyl-carrier-protein] synthase	TD01GL001279	fatty acid salvage
RXN-8629	dihydrolipoyl dehydrogenase;lipoamide dehydrogenase;dihydrolipoamide dehydrogenase;H-Gcv-protein-(dihydrolipoyl)lysine:NAD+ oxidoreductase	TD01GL001060	glycine cleavage
RXN-12297	trans-2-pentenal reductase;trans-2-pentenal reducatase;trans-pentenal reductase	TD01GL000777	detoxification of reactive carbonyls in chloroplasts
RXN0-6549	bromoacetate dehalogenase	TD01GL002192	
RXN-10657	cis-Delta7-tetradecenoyl-[acp]:NAD+ oxidoreductase	TD01GL002067	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)
CYTOCHROME-C-OXIDASE-RXN	cytochrome c oxidase;cytochrome oxidase	TD01GL001364;TD01GL001719;TD01GL001716;TD01GL001717;TD01GL003038;TD01GL003036;TD01GL003035;TD01GL001365	Fe(II) oxidation;aerobic respiration I (cytochrome c);aerobic respiration II (cytochrome c) (yeast);arsenite oxidation I (respiratory)
RXN-9662	myristoyl-[acp] reductase;myristoyl-[acyl-carrier-protein] reductase	TD01GL002067	palmitate biosynthesis II (bacteria and plant cytoplasm)
FRUCTOKINASE-RXN	fructokinase;ATP:D-fructose 6-phosphotransferase	TD01GL001441	sucrose degradation I (sucrose phosphotransferase);sucrose degradation VII (sucrose 3-dehydrogenase);sucrose degradation III (sucrose invertase);heterolactic fermentation;sucrose degradation II (sucrose synthase);sucrose degradation IV (sucrose phosphorylase);mannitol cycle;D-sorbitol degradation I
RXN-16659	peptidoglycan DD-transpeptidase;peptidoglycan D,D-transpeptidase	TD01GL001563;TD01GL000720;TD01GL002307	peptidoglycan maturation (meso-diaminopimelate containing)
RXN66-550	electron transfer flavoprotein-ubiquinone oxidoreductase	TD01GL002256	
RXN-10654	3-oxo-cis-Delta7-tetradecenoyl-[acp] synthase	TD01GL000147	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)
RIBONUCLEOSIDE-DIP-REDUCTII-RXN	2'-deoxycytidine diphosphate:oxidized NrdH glutaredoxin-like protein oxidoreductase;CDP reductase	TD01GL002250	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)
RXN-8342	molybdopterin synthase	TD01GL001673	molybdenum cofactor biosynthesis
RXN-16622	(7Z)-3-oxo-hexadec-7-enoyl-[acp] reductase	TD01GL002055	oleate biosynthesis IV (anaerobic)
PGLYCEROLTRANSI-RXN	phosphoglycerol transferase	TD01GL000011	
RXN0-722	UDP reductase;2'-deoxyuridine 5'-diphosphate:oxidized NrdH glutaredoxin-like protein oxidoreductase	TD01GL002250	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)
2OXOGLUTDECARB-RXN	oxoglutarate dehydrogenase;2-oxoglutarate decarboxylase	TD01GL001058	2-oxoglutarate decarboxylation to succinyl-CoA
