,dna,rna,protein
TD01GL002269,5529.499217527429,5095.2269170579675,731.2989045383417
TD01GL002270,920.2269170579049,853.7949921752769,128.95148669796563
TD01GL002271,2964.084507042251,2753.0516431924966,393.818466353678
TD01GL002272,3233.8028169014083,3003.1298904538453,463.02816901408494
TD01GL002273,6087.558685446068,5619.014084507128,828.0907668231605
TD01GL002274,3526.838810641627,3248.9827856025177,513.1064162754313
TD01GL002275,5107.39436619721,4728.0516431925425,721.3615023474171
TD01GL002276,789.123630672928,731.5336463223806,111.03286384976532
TD01GL002277,18370.85289514838,17214.045383412114,2374.7652582159776
TD01GL002278,5644.248826291123,5212.793427230116,775.7433489827849
TD01GL002279,2633.8028169014037,2429.5774647887356,360.6807511737094
TD01GL002280,4278.325508607211,3953.990610328662,586.071987480438
TD01GL002281,1135.7981220657293,1053.0907668231648,163.53677621283273
TD01GL002282,5384.233176838843,4977.112676056401,777.4647887323939
TD01GL002283,9396.439749608751,8650.586854460293,1363.771517996872
TD01GL002284,12261.07198748012,11281.57276995334,1823.5524256651033
TD01GL002285,2976.2128325508615,2740.2973395931194,486.2676056338031
TD01GL002286,3852.699530516432,3561.384976525844,511.4632237871682
TD01GL002287,6729.381846635428,6169.8356807512755,959.3896713615023
TD01GL002288,5743.779342723034,5328.990610328714,821.7527386541468
TD01GL002289,4863.967136150257,4511.071987480482,685.211267605634
TD01GL002290,5260.485133020374,4860.172143975016,752.4647887323938
TD01GL002291,6653.403755868614,6155.751173709024,863.7715179968696
TD01GL002292,14812.167449138728,13724.29577464828,2057.8638497652637
TD01GL002293,1987.4413145539863,1821.8701095461622,307.0422535211269
TD01GL002294,2517.801251956176,2343.85758998435,365.4929577464795
TD01GL002295,4937.7543035993995,4535.641627543082,691.0406885758993
TD01GL002296,6375.704225352167,5910.4460093897715,811.0719874804382
TD01GL002297,6998.6306729265425,6469.2097026605215,917.9577464788723
TD01GL002298,3872.3395931142436,3558.1768388106607,574.8043818466355
TD01GL002299,5116.040688575935,4710.250391236357,684.8591549295779
TD01GL002300,7970.031298904643,7316.823161189502,1085.0156494522691
TD01GL002301,5940.688575899897,5496.244131455478,784.1158059467908
TD01GL002302,6406.690140845135,5846.361502347506,962.5978090766818
TD01GL002303,7546.165884194161,6960.093896713747,1010.4460093896693
TD01GL002304,5858.646322378772,5349.413145539973,885.2895148669793
TD01GL002305,7353.677621283337,6780.907668231741,956.5336463223763
TD01GL002306,8096.557120500902,7470.109546166035,1079.1079812206553
TD01GL002307,9231.572769953056,8509.741784037753,1271.4788732394363
TD01GL002308,1857.2378716744859,1716.236306729262,288.22378716744964
TD01GL002309,6048.708920187845,5586.737089201967,843.4663536776206
TD01GL002310,4816.275430359966,4460.64162754308,668.3489827856022
TD01GL002311,615.6494522691714,563.2237871674511,85.56338028169023
TD01GL002312,7741.040688575978,7203.403755868694,1056.533646322378
TD01GL002313,2096.126760563375,1949.647887323941,304.6948356807515
TD01GL002314,3193.896713615022,2965.6494522691796,425.07824726134635
TD01GL002315,3091.4319248826246,2870.5399061032963,404.1471048513307
TD01GL002316,2655.0078247261313,2449.295774647891,367.76212832550954
TD01GL002317,3405.399061032863,3136.384976525835,525.3129890453841
TD01GL002318,4150.117370892024,3813.2629107981447,609.663536776214
TD01GL002319,6813.223787167516,6218.309859155033,1106.1032863849762
TD01GL002320,3239.553990610329,2996.126760563389,437.4413145539915
TD01GL002321,2099.334898278554,1939.63223787167,298.9436619718312
TD01GL002322,2374.021909233173,2200.2347417840356,350.860719874805
TD01GL002323,6415.610328638575,5913.262910798213,937.1674491392787
TD01GL002324,2434.1158059467853,2260.9546165884185,334.1158059467924
TD01GL002325,4139.788732394367,3828.2863849765504,574.6870109546172
TD01GL002326,6694.640062597876,6205.829420970378,877.8560250391226
TD01GL002327,7124.960876369399,6586.228482003253,949.2957746478861
TD01GL002328,3546.3223787167435,3280.2034428795155,491.47104851330255
TD01GL002329,6842.762128325589,6327.738654147216,930.555555555555
TD01GL002330,1361.3849765258205,1259.8982785602525,183.29420970266054
TD01GL002331,1803.4428794992157,1651.6431924882609,228.20813771517996
TD01GL002332,3583.881064162753,3304.6165884194234,505.3208137715189
TD01GL002333,2524.1784037558655,2315.101721439749,339.2410015649457
TD01GL002334,4355.672926447585,3978.0516431925134,614.2801251956183
TD01GL002335,4024.7261345852944,3709.9374021909434,561.2284820031304
TD01GL002336,697.3395931142418,642.566510172146,95.03129890453842
TD01GL002337,5308.763693270772,4926.447574334953,696.6744913928015
TD01GL002338,2918.740219092331,2692.370892018784,409.6244131455406
TD01GL002339,3076.1737089201856,2864.4366197183163,435.2112676056344
TD01GL002340,2712.4413145539856,2530.829420970269,365.6494522691709
TD01GL002341,4288.341158059478,3980.8294209702926,595.7746478873244
TD01GL002342,7621.205007824819,7095.461658842087,1067.8012519561798
TD01GL002343,1671.16588419405,1555.6729264475746,220.97026604068873
TD01GL002344,2537.558685446008,2343.818466353678,349.2175273865415
TD01GL002345,4926.564945226939,4569.757433489875,718.8184663536775
TD01GL002346,1454.9687010954597,1358.8028169014099,200.54773082942125
TD01GL002347,7469.366197183195,6923.826291079942,969.4053208137703
TD01GL002348,2810.7589984350516,2622.261345852901,416.39280125195677
TD01GL002349,7880.281690140954,7309.780907668381,1011.4241001564925
TD01GL002350,21151.3302034429,19537.167449139615,2880.633802816909
TD01GL002351,7940.375586854573,7331.846635367912,1140.9233176838802
TD01GL002352,3384.115805946789,3133.8810641627697,455.1643192488269
TD01GL002353,2651.251956181536,2405.8685446009404,431.14241001564966
TD01GL002354,4747.4178403756105,4375.899843505515,654.3427230046954
TD01GL002355,5609.624413145582,5178.6384976526515,749.7652582159618
TD01GL002356,1721.2832550860676,1605.9467918622834,234.11580594679202
TD01GL002357,7858.685446009477,7283.176838810792,1057.981220657276
TD01GL002358,7837.402190923413,7292.3317683882615,1078.9514866979648
TD01GL002359,2671.2832550860694,2478.873239436622,369.6009389671365
TD01GL002360,5879.147104851386,5446.752738654225,781.1424100156493
TD01GL002361,10393.114241001453,9647.104851330447,1468.0751173708927
TD01GL002362,1886.6197183098582,1713.1455399061015,306.9640062597814
TD01GL002363,10494.679186228339,9767.918622848454,1492.723004694837
TD01GL002364,3551.4866979655735,3253.3646322378854,521.635367762129
TD01GL002365,1101.5258215962463,1020.7746478873279,151.01721439749613
TD01GL002366,4015.4538341157995,3761.1502347418113,483.0594679186235
TD01GL002367,5193.114241001594,4807.902973395986,693.9358372456962
TD01GL002368,14220.031298904023,13130.829420970636,2052.6212832550905
TD01GL002369,2645.892018779338,2446.752738654149,360.1721439749611
TD01GL002370,3253.5211267605596,3025.3521126760693,456.49452269170644
TD01GL002371,7001.643192488335,6469.248826291196,959.4679186228457
TD01GL002372,6444.327073552484,5965.532081377253,882.3943661971822
TD01GL002373,4789.436619718326,4424.1001564945645,679.1471048513297
TD01GL002374,6803.3255086072795,6291.275430360045,867.4100156494518
TD01GL002375,7079.0688575900695,6549.413145540021,986.5023474178382
TD01GL002376,1342.1361502347406,1235.0156494522705,192.64475743348996
TD01GL002377,5083.372456964039,4709.585289514918,733.9593114240997
TD01GL002378,10401.173708920065,9655.79029733984,1442.2143974960884
TD01GL002379,8158.685446009484,7550.7824726136205,1087.480438184662
TD01GL002380,2710.015649452265,2507.9812206572833,369.6400625978094
TD01GL002381,8077.386541471154,7493.661971831146,1019.7965571204988
TD01GL002382,5982.355242566555,5557.942097026685,873.6697965571199
TD01GL002383,3221.2441314553957,2988.928012519575,452.66040688575964
TD01GL002384,5526.369327073591,5142.018779342787,756.1815336463212
TD01GL002385,4537.676056338042,4225.704225352146,654.1079812206572
TD01GL002386,4486.424100156509,4152.464788732424,644.0923317683886
TD01GL002387,5302.230046948395,4908.646322378773,747.104851330203
TD01GL002388,3075.9389671361496,2842.762128325517,431.25978090766915
TD01GL002389,5532.8247261346205,5138.380281690206,795.4616588419393
TD01GL002390,9211.854460093904,8537.832550860925,1298.8654147104853
TD01GL002391,4899.061032863879,4492.253521126804,766.197183098591
TD01GL002392,15257.824726133953,13988.654147105248,2274.687010954625
TD01GL002393,1797.3395931142363,1660.798122065726,251.5649452269174
TD01GL002394,8155.751173709019,7490.884194053367,1174.6870109546157
TD01GL002395,2681.103286384973,2461.776212832553,421.5571205007829
TD01GL002396,1462.7151799687012,1336.032863849766,222.6525821596247
TD01GL002397,2083.9593114240934,1922.6917057902936,309.0766823161195
TD01GL002398,4486.73708920189,4180.242566510203,617.7230046948357
TD01GL002399,6537.36306729271,6053.638497652686,878.0125195618143
TD01GL002400,12198.787167448854,11327.973395931445,1705.907668231617
TD01GL002401,10690.258215962313,9922.574334898525,1387.9107981220668
TD01GL002402,10231.377151799576,9490.140845070666,1424.6870109546169
TD01GL002403,860.8372456964019,785.0938967136175,123.51330203442889
TD01GL002404,9141.784037558678,8470.657276995504,1299.33489827856
TD01GL002405,3989.123630672929,3695.6964006259964,583.8419405320818
TD01GL002406,5413.771517996897,5032.237871674554,798.7871674491383
TD01GL002407,1354.8513302034432,1230.4381846635374,195.42253521126784
TD01GL002408,3668.740219092334,3388.2237871674615,541.6666666666674
TD01GL002409,5690.492957746528,5262.793427230116,855.0469483568073
TD01GL002410,882.9029733959331,816.3928012519594,130.47730829420982
TD01GL002411,4799.3740219092515,4448.826291079852,672.8482003129892
TD01GL002412,3793.505477308296,3493.9749608763873,541.3536776212836
TD01GL002413,3920.657276995309,3633.176838810657,564.1236306729265
TD01GL002414,4541.236306729272,4225.195618153396,601.8779342723012
TD01GL002415,7786.6588419406335,7198.161189358519,1080.9076682316102
TD01GL002416,5178.834115805979,4808.881064162809,775.5477308294211
TD01GL002417,3967.410015649455,3666.236306729282,577.9733959311426
TD01GL002418,2409.937402190918,2238.26291079812,363.22378716744987
TD01GL002419,3676.2128325508615,3396.71361502349,513.3020344287958
TD01GL002420,3478.1298904538316,3232.7464788732545,459.0766823161194
TD01GL002421,3029.3818466353655,2826.6431924882727,430.7511737089209
TD01GL002422,3980.712050078249,3677.5039123630886,540.4929577464794
TD01GL002423,3980.712050078249,3677.5039123630886,540.4929577464794
TD01GL002424,5346.830985915523,4956.924882629169,762.8325508607197
TD01GL002425,4662.754303599387,4312.910798122102,671.5571205007823
TD01GL002426,6526.760563380339,6045.618153364734,896.3223787167436
TD01GL002427,8070.031298904642,7496.009389671519,1087.3630672926438
TD01GL002428,4886.776212832567,4570.109546165931,664.0453834115806
TD01GL002429,5150.469483568106,4789.12363067298,721.9092331768381
TD01GL002430,2447.8873239436566,2280.907668231611,350.50860719874845
TD01GL002431,8628.834115805997,7912.245696400793,1303.5993740219103
TD01GL002432,4548.904538341175,4227.308294209733,651.2519561815343
TD01GL002433,5136.697965571241,4761.502347417896,691.0798122065728
TD01GL002434,5250.821596244158,4831.181533646375,755.281690140845
TD01GL002435,710.3677621283264,654.107981220659,109.78090766823169
TD01GL002436,6935.485133020424,6438.067292644875,919.4835680751161
TD01GL002437,3844.953051643198,3580.1643192488427,562.4804381846639
TD01GL002438,7179.92957746487,6574.217527386656,1071.0485133020331
TD01GL002439,6519.600938967182,6080.242566510284,886.9327073552415
TD01GL002440,5292.410015649474,4937.0892018779905,713.7715179968698
TD01GL002441,9011.580594679195,8415.023474178608,1269.40532081377
TD01GL002442,8232.316118935916,7686.776212832729,1108.5680751173702
TD01GL002443,7244.092331768456,6671.16588419418,1020.1877934272285
TD01GL002444,6798.395931142492,6285.798122065836,907.3161189358362
TD01GL002445,785.3286384976539,718.0359937402225,123.66979655712075
TD01GL002446,5508.802816901454,5116.236306729334,749.9217527386538
TD01GL002447,2923.7089201877934,2691.2363067292695,457.15962441314593
TD01GL002448,7131.8075117371645,6508.176838810748,1095.2269170579036
TD01GL002449,4279.499217527395,3939.3583724569917,632.4334898278568
TD01GL002450,6916.040688575982,6392.5665101722525,944.6400625978082
TD01GL002451,7815.140845070528,7248.082942097168,1061.5414710485118
TD01GL002452,2648.6697965571157,2471.439749608767,396.0093896713623
TD01GL002453,3199.9608763693222,2994.0923317683987,423.0046948356816
TD01GL002454,2600.3521126760525,2400.11737089202,362.089201877935
TD01GL002455,6123.122065727771,5620.539906103369,892.5273865414695
TD01GL002456,2908.685446009391,2656.807511737095,433.3333333333337
TD01GL002457,8704.381846635397,8130.985915493154,1158.6071987480425
TD01GL002458,9015.258215962442,8371.36150234762,1244.7574334898272
TD01GL002459,6912.558685446071,6452.856025039244,919.7183098591524
TD01GL002460,14642.136150234204,13733.294209703105,1984.3114241001601
TD01GL002461,3635.915492957746,3383.3333333333476,494.7574334898285
TD01GL002462,7297.300469483634,6800.899843505608,1029.6165884194031
TD01GL002463,748.2785602503924,688.0281690140873,110.21126760563386
TD01GL002464,1875.5477308294173,1742.7621283255062,256.8857589984354
TD01GL0RAST71,758.6854460093911,706.1032863849791,103.16901408450705
TD01GL002465,1086.893583724572,1004.5774647887355,165.10172143974978
TD01GL002466,4015.297339593113,3718.270735524281,604.5383411580602
TD01GL002467,698.5133020344304,654.9295774647908,113.69327073552446
TD01GL002468,1975.0391236306684,1827.230046948354,277.34741784037567
TD01GL002469,5105.86854460097,4682.863849765303,744.9921752738652
TD01GL002470,10830.594679186075,10004.225352112926,1546.1267605633832
TD01GL002471,1075.9780907668253,992.097026604072,146.75273865414718
TD01GL002472,11037.715179968518,10191.627543036257,1600.0000000000027
TD01GL002473,6718.701095461718,6213.693270735632,1030.1251956181522
TD01GL002474,4340.023474178414,4034.702660406909,595.5399061032869
TD01GL002475,8740.414710485187,8060.211267605812,1302.3865414710472
TD01GL002476,39234.27230047144,36550.15649452241,5374.021909233133
TD01GL002477,7165.884194053279,6654.851330203571,1007.1987480438169
TD01GL002478,2833.255086071983,2645.852895148676,423.3568075117373
TD01GL002479,2765.4538341158022,2547.300469483572,411.07198748043874
TD01GL002480,7796.791862284932,7212.832550860868,1094.7965571204988
TD01GL002481,6802.151799687101,6074.295774647966,1052.4647887323938
TD01GL002482,629.6165884194058,580.7902973395943,90.61032863849778
TD01GL002483,630.3208137715185,580.4773082942108,92.17527386541484
TD01GL002484,630.3208137715185,580.4773082942108,92.17527386541484
TD01GL002485,629.6557120500788,581.8466353677633,90.61032863849778
TD01GL002486,3117.2143974960845,2878.5602503912487,487.0500782472622
TD01GL0RAST72,856.103286384978,792.5665101721454,135.0156494522693
TD01GL002487,4637.128325508622,4301.4475743349385,647.6134585289519
TD01GL002488,14540.41471048459,13391.979655712415,2054.147104851333
TD01GL002489,12551.721439749266,11586.619718310167,1845.539906103286
TD01GL002490,12523.904538340821,11527.66040688606,1796.0093896713634
TD01GL002491,16745.89201877865,15468.035993740674,2357.5899843505513
TD01GL002492,6324.178403755936,5841.471048513392,901.7996870109545
TD01GL002493,7558.724569640158,6997.613458529089,1005.0860719874785
TD01GL002494,9999.491392801176,9233.215962441529,1353.3646322378718
TD01GL002495,4183.568075117377,3873.7089201878207,559.5070422535218
TD01GL002496,10312.480438184557,9499.647887324165,1461.463223787169
TD01GL002497,4896.870109546192,4537.402190923362,742.1752738654146
TD01GL002498,1058.1768388106434,967.6447574334925,151.09546165884197
TD01GL002499,2642.2535211267573,2452.8169014084515,380.0078247261348
TD01GL002500,5666.1580594679635,5274.530516431999,837.7543035993737
TD01GL002501,9314.241001564926,8553.521126760757,1341.9014084507035
TD01GL002502,1075.6259780907687,982.5899843505503,153.71674491392812
TD01GL002503,7177.777777777895,6532.081377151905,1075.7042253521095
